City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
233,Rovaniemi,FI,2021-09-10 03:54:35,66.5,25.7167,40.41,87,20,4.61
234,Louga,RU,2021-09-10 03:52:02,58.7372,29.8453,54.19,97,71,3.42
235,New Albany,US,2021-09-10 03:54:36,38.2856,-85.8241,65.57,84,79,4.23
236,Marsa Matruh,EG,2021-09-10 03:50:43,31.3525,27.2453,73.6,73,40,4.61
237,Nador,MA,2021-09-10 03:54:36,35.174,-2.9287,71.85,60,0,6.91
238,Natalio,PY,2021-09-10 03:54:37,-26.7167,-55.0833,49.64,90,0,0.34
239,Monterrey,MX,2021-09-10 03:54:02,25.6667,-100.3167,85.57,36,53,4.97
240,Kautokeino,NO,2021-09-10 03:50:44,69.0125,23.0412,35.37,88,39,5.91
241,Papanasam,IN,2021-09-10 03:54:37,10.9333,79.2833,86.61,53,100,10.18
242,Cape Town,ZA,2021-09-10 03:50:44,-33.9258,18.4232,58.87,81,75,11.99
243,Manta,EC,2021-09-10 03:49:59,-0.95,-80.7333,71.38,88,40,9.22
244,Oussouye,SN,2021-09-10 03:50:45,12.485,-16.5469,78.89,86,100,9.37
245,Ponta Do Sol,PT,2021-09-10 03:50:46,32.6667,-17.1,74.03,78,95,3.91
246,Nadym,RU,2021-09-10 03:54:38,65.5333,72.5167,47.19,53,9,7.54
247,Carbonia,IT,2021-09-10 03:54:38,39.1672,8.5222,70.75,95,66,2.35
248,Emba,KZ,2021-09-10 03:54:38,48.8264,58.1442,57.61,39,78,18.16
249,Bocanda,CI,2021-09-10 03:54:39,7.0626,-4.4995,70.57,99,98,3.31
250,Lagos,NG,2021-09-10 03:54:39,6.5833,3.75,74.77,95,100,3.47
251,Stromness,GB,2021-09-10 03:54:39,58.965,-3.296,55.87,94,100,1.99
252,Zandvoort,NL,2021-09-10 03:54:40,52.3749,4.5341,67.89,91,97,4.61
253,Nicoya,CR,2021-09-10 03:54:40,10.1483,-85.452,72.95,93,100,1.72
254,Yar-Sale,RU,2021-09-10 03:50:47,66.8333,70.8333,45.93,59,38,10.09
255,Mattru,SL,2021-09-10 03:54:40,7.6244,-11.8332,72.48,99,100,0.56
256,Caluquembe,AO,2021-09-10 03:54:41,-13.7833,14.6833,61.59,65,11,2.13
257,Kulu,TR,2021-09-10 03:54:41,39.0951,33.0799,61.84,38,12,6.62
258,Chuka,KE,2021-09-10 03:54:41,-0.3332,37.6459,60.48,78,100,5.73
259,Minab,IR,2021-09-10 03:50:48,27.1467,57.0801,89.1,36,89,1.12
260,Azangaro,PE,2021-09-10 03:54:42,-14.9167,-70.2167,36.18,98,100,4.34
261,Misratah,LY,2021-09-10 03:54:42,32.3754,15.0925,79.5,57,4,16.58
262,Kachiry,KZ,2021-09-10 03:54:42,53.0675,76.1036,60.91,48,70,14.83
263,Asyut,EG,2021-09-10 03:54:43,27.181,31.1837,77.18,55,1,10.02
264,Tabuny,RU,2021-09-10 03:54:43,52.7773,78.7896,60.94,41,89,14.09
265,Sao Jose Da Coroa Grande,BR,2021-09-10 03:54:43,-8.8978,-35.1478,75.09,82,69,7.76
266,Ugoofaaru,MV,2021-09-10 03:54:43,5.6667,73.0,82.92,72,78,10.31
267,Jinka,ET,2021-09-10 03:50:48,5.65,36.65,62.44,78,93,3.11
268,Pedernales,DO,2021-09-10 03:54:44,18.0384,-71.744,81.07,69,88,3.42
269,Muros,ES,2021-09-10 03:50:49,42.7762,-9.0603,63.84,95,56,5.64
270,Wloclawek,PL,2021-09-10 03:54:44,52.6482,19.0678,55.29,59,11,7.2
271,Doctor Juan Leon Mallorquin,PY,2021-09-10 03:54:44,-25.4,-55.2667,53.33,71,92,2.53
272,Pangnirtung,CA,2021-09-10 03:50:50,66.1451,-65.7125,36.16,74,100,1.79
273,Lokot,RU,2021-09-10 03:54:45,52.565,34.5776,51.67,88,13,5.28
274,Mehamn,NO,2021-09-10 03:50:51,71.0357,27.8492,42.98,93,75,5.75
275,Eyrarbakki,IS,2021-09-10 03:54:45,63.863,-21.1481,50.05,88,88,7.14
276,Pasni,PK,2021-09-10 03:54:45,25.2631,63.471,80.53,86,68,6.58
277,Nola,IT,2021-09-10 03:54:46,40.922,14.5329,70.93,64,0,2.01
278,Mount Vernon,US,2021-09-10 03:54:46,40.9126,-73.8371,68.95,87,100,5.01
279,Brigantine,US,2021-09-10 03:54:46,39.4101,-74.3646,70.02,97,100,10.27
280,Puerto Ayacucho,VE,2021-09-10 03:50:51,5.6639,-67.6236,75.36,90,99,3.76
